frame_index,id_13_team_0,id_10_team_0,id_2_team_0,id_4_team_0,id_16_team_0,id_281_team_0,id_5_team_0,id_1_team_0,id_45_team_0,id_20_team_0,id_17_team_0,id_22_team_1,id_14_team_1,id_11_team_1,id_3_team_1,id_9_team_1,id_6_team_1,id_12_team_1,id_8_team_1,id_15_team_1,id_7_team_1,id_18_team_1,ball
399,"10695.31,4692.89","10500.88,3697.87","10531.87,5180.67","9932.81,5751.0","9697.52,4816.66","11444.75,3602.75","10778.31,6568.92","10045.35,6616.75","10399.69,3185.74","8936.5,3731.85","9056.17,6258.76","3017.43,4792.94","7518.71,3579.19","5835.14,4795.42","7936.65,6516.06","8946.57,3270.25","9263.79,5166.06","10975.13,6731.05","9649.74,6849.14","9819.28,2485.01","10523.37,4866.34","10287.77,3494.96","9477.62,6859.82"
400,"10652.52,4688.22","10490.44,3713.44","10515.24,5182.63","9869.71,5769.96","9668.35,4841.06","11451.05,3615.29","10707.07,6563.99","9946.55,6658.54","10378.14,3197.85","8944.33,3744.35","8967.83,6347.67","3024.05,4795.94","7509.79,3555.85","5829.5,4804.71","7903.85,6512.63","8958.82,3270.9","9264.32,5167.97","10912.29,6748.74","9588.29,6825.48","9830.56,2488.43","10510.64,4889.99","10281.29,3483.01","9416.46,6870.16"
401,"10609.74,4683.54","10459.56,3702.9","10499.41,5162.85","9822.08,5781.1","9616.74,4869.0","11462.66,3591.33","10688.1,6524.42","9892.55,6624.66","10377.26,3131.18","8933.77,3731.14","8901.56,6325.29","3030.67,4798.94","7513.01,3549.95","5823.86,4814.01","7886.95,6471.82","8951.35,3264.46","9202.73,5257.35","10884.73,6759.11","9542.13,6822.6","9831.44,2483.07","10499.28,4881.61","10273.29,3443.51","9374.1,6850.56"
402,"10546.49,4697.27","10434.91,3720.32","10475.42,5147.82","9779.92,5773.75","9587.51,4889.82","11434.33,3600.62","10615.1,6522.32","9801.86,6661.17","10323.51,3187.37","8915.57,3796.01","8791.49,6403.04","3037.3,4801.94","7534.6,3518.1","5818.22,4823.31","7853.87,6480.38","8966.84,3241.03","9200.68,5249.1","10828.62,6783.63","9477.35,6823.38","9830.53,2453.47","10487.93,4873.23","10251.25,3449.25","9320.83,6871.43"
403,"10534.92,4650.52","10417.86,3699.0","10431.99,5129.41","9735.26,5763.79","9528.46,4921.18","11406.01,3609.92","10569.97,6470.93","9746.32,6613.04","10289.33,3167.42","8914.34,3778.55","8774.08,6357.46","3043.92,4804.94","7552.05,3481.23","5812.58,4832.61","7870.81,6432.87","8977.96,3230.37","9144.91,5331.29","10792.95,6744.61","9419.98,6818.13","9829.63,2423.88","10476.57,4864.85","10254.54,3411.66","9287.31,6848.8"
404,"10500.9,4639.51","10400.8,3677.68","10402.94,5088.0","9688.67,5735.11","9484.39,4935.05","11377.68,3619.21","10523.56,6440.47","9678.71,6588.72","10275.15,3119.51","8894.49,3830.01","8702.46,6343.93","3050.54,4807.94","7566.12,3431.59","5806.94,4841.9","7853.55,6402.34","8996.58,3199.89","9135.35,5306.84","10745.96,6739.5","9367.56,6779.46","9828.72,2394.28","10449.68,4874.38","10226.76,3387.46","9256.63,6832.53"
405,"10414.13,4622.16","10323.54,3681.86","10325.14,5099.64","9591.33,5752.39","9400.13,4962.56","11349.35,3628.5","10439.2,6410.34","9561.6,6590.07","10172.54,3137.59","8830.75,3830.63","8608.96,6336.71","3057.17,4810.94","7566.32,3412.47","5801.3,4851.2","7833.65,6367.46","8853.93,3160.32","9039.43,5409.6","10662.95,6749.46","9245.66,6792.88","9827.82,2364.69","10422.8,4883.92","10168.68,3401.01","9070.17,6812.4"
406,"10371.91,4618.95","10286.24,3671.16","10395.91,4893.45","9527.76,5731.77","9322.01,5019.9","11321.02,3637.79","10388.57,6390.81","9474.19,6617.21","10136.36,3087.14","8780.65,3898.09","8537.15,6302.83","3063.79,4813.94","7564.8,3349.3","5795.65,4860.5","7806.82,6336.09","8711.28,3120.75","9008.05,5412.66","10599.62,6767.22","9207.48,6784.64","9826.91,2335.09","10395.91,4893.45","10127.42,3390.87","8883.7,6792.27"
407,"10300.27,4616.93","10254.19,3642.06","10233.6,5089.53","9456.87,5742.16","9235.95,5048.67","11292.7,3647.09","10316.84,6392.74","9401.06,6614.23","10059.64,3086.02","8705.51,3898.58","8425.48,6292.17","3070.41,4816.94","7509.93,3324.28","5790.01,4869.79","7742.32,6334.68","8568.64,3081.17","8917.58,5527.01","10543.97,6773.11","9148.76,6767.24","9800.61,2300.35","10344.56,4924.81","10104.5,3363.04","8574.12,6782.67"
408,"10250.67,4599.81","10207.17,3620.73","10165.75,5073.68","9367.27,5730.89","9135.71,5070.64","11264.37,3656.38","10263.35,6362.96","9302.71,6624.03","9979.28,3061.05","8639.74,3923.24","8320.23,6291.88","3077.03,4819.93","7437.88,3291.07","5784.37,4879.09","7680.96,6268.45","8425.99,3041.6","8882.5,5511.55","10488.92,6771.45","9093.4,6747.46","9758.29,2292.49","10293.21,4956.18","10039.22,3353.23","8282.07,6777.85"
409,"10194.4,4581.09","10154.14,3621.51","10117.88,5073.88","9285.73,5732.84","9065.12,5068.37","11236.04,3665.67","10201.99,6341.47","9214.26,6600.95","9895.16,3060.99","8520.28,3956.3","8198.18,6257.39","3083.66,4822.93","7377.72,3252.48","5778.73,4888.39","7604.36,6285.54","8283.34,3002.03","8788.81,5602.44","10426.89,6753.11","9027.5,6719.18","9689.41,2273.67","10241.85,4987.54","9990.61,3345.27","8033.25,6745.44"
410,"10125.54,4585.23","10083.08,3606.14","10046.08,5074.29","9204.15,5734.05","8944.21,5098.09","11207.71,3674.96","10132.26,6329.13","9137.35,6608.56","9821.77,3033.01","8452.95,3987.03","8052.88,6280.13","3090.28,4825.93","7318.58,3212.58","5773.09,4897.68","7527.77,6302.63","8140.69,2962.46","8735.74,5619.26","10368.62,6761.3","8957.72,6743.22","9670.78,2242.99","10190.5,5018.9","9949.24,3332.98","7807.79,6747.39"
411,"10064.61,4576.16","9978.04,3521.22","10001.56,5056.95","9113.68,5720.21","8842.28,5113.15","11179.39,3684.26","10051.07,6317.43","9022.2,6609.38","9741.22,3037.57","8337.41,3989.79","7905.77,6314.1","3096.9,4828.93","7247.62,3163.17","5767.45,4906.98","7427.8,6300.04","7998.04,2922.89","8666.4,5677.45","10294.9,6760.25","8892.13,6721.76","9643.64,2223.41","10139.15,5050.27","9907.87,3320.7","7564.24,6734.25"
412,"9974.6,4564.55","9873.0,3436.3","9899.73,5046.29","8997.17,5705.19","8705.75,5080.44","11151.06,3693.55","9963.04,6272.39","8826.55,6700.3","9600.08,3030.65","8143.19,4068.29","7746.79,6257.09","3103.53,4831.93","7027.13,3075.71","5761.81,4916.28","7268.15,6303.9","7855.4,2883.31","8569.79,5662.26","10249.91,6687.93","8826.55,6700.3","9527.0,2166.96","10087.8,5081.63","9837.92,3336.04","7356.66,6663.11"
413,"9916.23,4589.82","9767.96,3351.38","9844.74,5079.18","8963.99,5721.86","8655.64,5110.23","11122.73,3702.84","9901.54,6255.48","8813.31,6670.83","9544.73,3036.54","8103.45,4038.04","7697.71,6255.28","3110.15,4834.93","7017.78,3049.49","5756.17,4925.57","7292.23,6339.1","7712.75,2843.74","8557.16,5701.73","10163.08,6654.46","8813.31,6670.83","9495.21,2149.0","10036.45,5112.99","9767.96,3351.38","7323.54,6640.33"
414,"9865.24,4544.02","9833.01,3575.14","9776.35,5077.86","8912.71,5743.61","8609.14,5073.03","11094.4,3712.13","9843.74,6268.56","8773.88,6710.09","9494.43,3005.21","8030.11,4158.45","7603.48,6332.57","3116.77,4837.93","7008.42,3023.27","5750.53,4934.87","7216.85,6367.6","7570.1,2804.17","8517.38,5727.41","10126.47,6676.19","8773.88,6710.09","9476.4,2134.34","9985.09,5144.36","9701.76,3358.62","7222.66,6662.95"
415,"9801.73,4572.31","9778.73,3602.55","9719.29,5083.55","8847.31,5740.92","8518.29,5119.29","11066.08,3721.43","9760.94,6271.61","8729.36,6622.71","9424.33,3004.08","7960.95,4193.73","7524.37,6319.98","3123.39,4840.93","6999.07,2997.05","5744.89,4944.17","7185.74,6431.15","7427.45,2764.6","8479.96,5735.47","10038.86,6682.81","8718.38,6718.44","9417.38,2131.8","9933.74,5175.72","9635.56,3365.86","7152.41,6644.33"
416,"9702.45,4566.05","9659.77,3615.04","9600.17,5089.33","8758.81,5764.78","8430.98,5098.44","11037.75,3730.72","9663.2,6272.59","8684.84,6535.33","9314.02,3021.16","7823.37,4244.33","7379.99,6341.38","3130.02,4843.93","6904.02,2931.65","5739.25,4953.46","7087.67,6419.49","7284.8,2725.03","8402.17,5756.53","9964.0,6658.18","8662.89,6726.79","9357.16,2075.23","9882.39,5207.08","9569.36,3373.1","7045.96,6641.03"
417,"9592.13,4573.63","9563.11,3598.26","9478.36,5119.83","8642.33,5761.77","8286.78,5123.7","11009.42,3740.01","9552.09,6261.24","8562.64,6536.35","9209.79,2999.67","7676.4,4345.08","7225.87,6393.14","3136.64,4846.93","6808.97,2866.25","5733.61,4962.76","6938.57,6490.42","7142.16,2685.45","8298.01,5753.33","9849.07,6641.32","8589.53,6742.29","9236.23,2101.93","9831.04,5238.45","9503.16,3380.35","6917.41,6647.42"
418,"9513.24,4575.15","9454.91,3616.81","9403.1,5126.13","8560.85,5771.87","8202.26,5134.09","10981.09,3749.3","9479.27,6257.48","8488.02,6542.29","9129.64,2999.54","7549.74,4347.53","7073.24,6403.87","3143.26,4849.92","6713.92,2800.85","5727.97,4972.06","6826.65,6528.12","6999.51,2645.88","8210.62,5757.96","9807.85,6630.0","8527.11,6749.69","9167.64,2155.59","9779.69,5269.81","9436.96,3387.59","6780.83,6627.16"
419,"9433.39,4560.48","9370.76,3394.83","9318.92,5132.2","8471.02,5753.64","8094.42,5127.07","10952.77,3758.6","9380.16,6243.19","8382.86,6538.13","9049.48,2999.41","7441.1,4432.11","6941.81,6419.73","3149.89,4852.92","6618.87,2735.45","5722.33,4981.35","6703.94,6562.24","6856.86,2606.31","8126.58,5730.93","9704.2,6621.46","8457.63,6751.02","9109.46,2098.46","9728.34,5301.17","9370.76,3394.83","10869.85,3903.4"
420,"9329.81,4560.57","9223.92,3290.38","9254.28,5098.72","8423.84,5732.49","7995.01,5098.61","10924.44,3767.89","9332.3,6193.31","8359.51,6488.04","8950.33,2962.48","7351.63,4418.54","6874.5,6417.04","3156.51,4855.92","6523.82,2670.05","5716.69,4990.65","6678.62,6514.95","6714.21,2566.74","8090.45,5706.22","9686.09,6546.58","8440.96,6724.88","9051.28,2041.33","9676.98,5332.54","9308.79,3381.33","6416.02,6472.81"
421,"9226.22,4560.66","9077.07,3185.92","9148.62,5135.99","8268.75,5717.28","7895.6,5070.15","10896.11,3777.18","9152.54,6198.76","8184.18,6506.96","8851.18,2925.56","7213.1,4460.25","6700.23,6389.23","3163.13,4858.92","6428.77,2604.65","5711.05,4999.95","6633.32,6458.04","6571.56,2527.17","7931.43,5683.89","9505.58,6557.15","8299.56,6744.77","8993.09,1984.2","9625.63,5363.9","9224.51,3369.17","6022.02,6325.44"
422,"9122.64,4560.74","8930.23,3081.46","9042.97,5173.27","8183.71,5727.42","7774.55,5087.85","10867.78,3786.47","9057.19,6190.06","8097.51,6492.44","8752.04,2888.63","7094.51,4447.95","6588.01,6401.14","3169.75,4861.92","6333.72,2539.25","5705.41,5009.25","6588.01,6401.14","6428.92,2487.59","7859.75,5670.72","9413.72,6535.75","8235.59,6723.2","8934.91,1927.07","9574.28,5395.26","9140.23,3357.01","5721.92,6185.06"
423,"9019.05,4560.83","8783.39,2977.01","8937.32,5210.54","8063.12,5801.67","7653.5,5105.56","10839.46,3795.77","8985.85,6304.03","7982.77,6627.86","8652.89,2851.71","6899.22,4522.18","6315.12,6568.95","3176.38,4864.92","6238.67,2473.85","5699.77,5018.54","6315.12,6568.95","6286.27,2448.02","7727.52,5736.83","9381.52,6670.56","8161.75,6906.89","8876.73,1869.94","9522.93,5426.63","9055.94,3344.85","5346.4,6095.2"
424,"8915.47,4560.92","8636.54,2872.56","8831.66,5247.81","7981.3,5784.46","7561.19,5074.0","10811.13,3805.06","8902.54,6299.85","7899.07,6608.61","8553.74,2814.78","6772.57,4481.3","6219.86,6585.81","3183.0,4867.92","6143.62,2408.45","5694.13,5027.84","6219.86,6585.81","6143.62,2408.45","7639.47,5695.54","9306.25,6655.06","8090.8,6892.92","8818.55,1812.82","9471.58,5457.99","8971.66,3332.69","5100.65,5968.82"
425,"8824.18,4543.35","8489.7,2768.1","8741.96,5281.62","7875.8,5771.38","7472.73,5027.84","10782.8,3814.35","8808.51,6275.62","7796.89,6609.64","8489.7,2768.1","6664.12,4486.06","6129.14,6493.88","3189.62,4870.92","6041.22,2340.52","5688.49,5037.14","6122.29,6565.73","6413.18,2424.5","7541.7,5680.71","9228.52,6620.89","8023.05,6895.09","8760.37,1755.69","9420.22,5489.35","8887.38,3320.52","4898.3,5852.29"
426,"8703.92,4562.12","8555.35,3066.12","8613.65,5373.86","7757.42,5830.11","7340.32,5037.48","10754.47,3823.64","8684.84,6392.36","7668.6,6710.66","8429.02,2726.44","6555.62,4440.38","6038.42,6401.94","3196.25,4873.92","5938.83,2272.6","5682.85,5046.43","6024.72,6545.65","6682.74,2440.55","7407.96,5733.0","9107.79,6746.37","7910.64,7033.65","8702.19,1698.56","9368.87,5520.72","8803.1,3308.36","4716.65,5800.94"
427,"8646.27,4534.7","8621.0,3364.15","8580.39,5331.09","7689.9,5761.23","7300.7,4942.88","10726.15,3832.94","8631.08,6305.81","7616.32,6625.16","8368.34,2684.78","6447.11,4394.71","5947.69,6310.01","3202.87,4876.91","5836.43,2204.68","5677.21,5055.73","5927.14,6525.57","6952.3,2456.6","7343.52,5663.89","9080.1,6629.28","7876.82,6946.53","8644.0,1641.43","9317.52,5552.08","8718.81,3296.2","4594.51,5640.65"
428,"8534.34,4510.11","8500.17,3374.55","8438.35,5360.63","7595.45,5711.82","7225.36,4942.86","10697.82,3842.23","8497.02,6214.26","7510.12,6568.5","8307.66,2643.12","6354.14,4393.49","5856.97,6218.08","3209.49,4879.91","5734.03,2136.75","5671.57,5065.03","5829.57,6505.49","7221.87,2472.65","7257.09,5629.72","8957.41,6547.45","7786.27,6874.52","8585.82,1584.3","9157.01,5539.56","8634.53,3284.04","4515.29,5639.9"
429,"8434.02,4465.54","8448.39,3268.55","8314.61,5288.82","7487.58,5666.66","7147.01,4824.47","10526.88,3770.51","8387.49,6171.51","7380.02,6467.98","8246.98,2601.46","6209.83,4353.54","5681.95,6225.02","3216.11,4882.91","5631.64,2068.82","5665.93,5074.32","5732.0,6485.41","7491.43,2488.7","7157.7,5614.3","8834.72,6465.62","7686.12,6833.78","8527.64,1527.17","9017.12,5416.05","8550.25,3271.88","4209.39,5645.65"
