id_13_team_0,id_10_team_0,id_2_team_0,id_4_team_0,id_16_team_0,id_281_team_0,id_5_team_0,id_1_team_0,id_45_team_0,id_20_team_0,id_17_team_0,id_22_team_1,id_14_team_1,id_11_team_1,id_3_team_1,id_9_team_1,id_6_team_1,id_12_team_1,id_8_team_1,id_15_team_1,id_7_team_1,id_18_team_1,ball
"10500.90,4639.51","10400.80,3677.68","10402.94,5088.00","9688.67,5735.11","9484.39,4935.05",,"10523.56,6440.47","9678.71,6588.72","10275.15,3119.51","8894.49,3830.01","8702.46,6343.93",,"7566.12,3431.59",,"7853.55,6402.34","8996.58,3199.89","9135.35,5306.84","10745.96,6739.50","9367.56,6779.46",,,"10226.76,3387.46","9256.63,6832.53"
"10414.13,4622.16","10323.54,3681.86","10325.14,5099.64","9591.33,5752.39","9400.13,4962.56",,"10439.20,6410.34","9561.60,6590.07","10172.54,3137.59","8830.75,3830.63","8608.96,6336.71",,"7566.32,3412.47",,"7833.65,6367.46",,"9039.43,5409.60","10662.95,6749.46","9245.66,6792.88",,,"10168.68,3401.01",
"10371.91,4618.95","10286.24,3671.16","10395.91,4893.45","9527.76,5731.77","9322.01,5019.90",,"10388.57,6390.81","9474.19,6617.21","10136.36,3087.14","8780.65,3898.09","8537.15,6302.83",,"7564.80,3349.30",,"7806.82,6336.09",,"9008.05,5412.66","10599.62,6767.22","9207.48,6784.64","9826.91,2335.09","10395.91,4893.45","10127.42,3390.87","8883.70,6792.27"
"10300.27,4616.93","10254.19,3642.06","10233.60,5089.53","9456.87,5742.16","9235.95,5048.67",,"10316.84,6392.74","9401.06,6614.23","10059.64,3086.02","8705.51,3898.58","8425.48,6292.17",,"7509.93,3324.28",,"7742.32,6334.68",,"8917.58,5527.01","10543.97,6773.11","9148.76,6767.24","9800.61,2300.35",,"10104.50,3363.04","8574.12,6782.67"
"10250.67,4599.81","10207.17,3620.73","10165.75,5073.68","9367.27,5730.89","9135.71,5070.64",,"10263.35,6362.96","9302.71,6624.03","9979.28,3061.05","8639.74,3923.24","8320.23,6291.88",,"7437.88,3291.07",,"7680.96,6268.45",,"8882.50,5511.55","10488.92,6771.45","9093.40,6747.46","9758.29,2292.49",,"10039.22,3353.23","8282.07,6777.85"
"10194.40,4581.09","10154.14,3621.51","10117.88,5073.88","9285.73,5732.84","9065.12,5068.37",,"10201.99,6341.47","9214.26,6600.95","9895.16,3060.99","8520.28,3956.30","8198.18,6257.39",,"7377.72,3252.48",,,,"8788.81,5602.44","10426.89,6753.11","9027.50,6719.18","9689.41,2273.67",,"9990.61,3345.27","8033.25,6745.44"
"10125.54,4585.23","10083.08,3606.14","10046.08,5074.29","9204.15,5734.05","8944.21,5098.09",,"10132.26,6329.13","9137.35,6608.56","9821.77,3033.01","8452.95,3987.03","8052.88,6280.13",,"7318.58,3212.58",,"7527.77,6302.63",,"8735.74,5619.26","10368.62,6761.30","8957.72,6743.22","9670.78,2242.99",,,"7807.79,6747.39"
"10064.61,4576.16",,"10001.56,5056.95","9113.68,5720.21","8842.28,5113.15",,"10051.07,6317.43","9022.20,6609.38","9741.22,3037.57","8337.41,3989.79","7905.77,6314.10",,"7247.62,3163.17",,"7427.80,6300.04",,"8666.40,5677.45","10294.90,6760.25",,"9643.64,2223.41",,"9907.87,3320.70","7564.24,6734.25"
"9974.60,4564.55",,"9899.73,5046.29","8997.17,5705.19","8705.75,5080.44",,"9963.04,6272.39","8826.55,6700.30","9600.08,3030.65","8143.19,4068.29","7746.79,6257.09",,"7027.13,3075.71",,"7268.15,6303.90",,"8569.79,5662.26","10249.91,6687.93","8826.55,6700.30","9527.00,2166.96",,,"7356.66,6663.11"
"9916.23,4589.82","9767.96,3351.38","9844.74,5079.18","8963.99,5721.86","8655.64,5110.23",,"9901.54,6255.48","8813.31,6670.83","9544.73,3036.54","8103.45,4038.04","7697.71,6255.28",,,,"7292.23,6339.10",,"8557.16,5701.73","10163.08,6654.46","8813.31,6670.83","9495.21,2149.00",,"9767.96,3351.38","7323.54,6640.33"
"9865.24,4544.02","9833.01,3575.14","9776.35,5077.86","8912.71,5743.61","8609.14,5073.03",,"9843.74,6268.56","8773.88,6710.09","9494.43,3005.21","8030.11,4158.45","7603.48,6332.57",,,,"7216.85,6367.60",,"8517.38,5727.41","10126.47,6676.19","8773.88,6710.09","9476.40,2134.34",,,"7222.66,6662.95"
"9801.73,4572.31","9778.73,3602.55","9719.29,5083.55","8847.31,5740.92","8518.29,5119.29",,"9760.94,6271.61",,"9424.33,3004.08","7960.95,4193.73","7524.37,6319.98",,"6999.07,2997.05",,"7185.74,6431.15",,"8479.96,5735.47","10038.86,6682.81",,"9417.38,2131.80",,,"7152.41,6644.33"
"9702.45,4566.05","9659.77,3615.04","9600.17,5089.33","8758.81,5764.78","8430.98,5098.44",,"9663.20,6272.59","8684.84,6535.33","9314.02,3021.16","7823.37,4244.33","7379.99,6341.38",,,,"7087.67,6419.49",,"8402.17,5756.53","9964.00,6658.18","8662.89,6726.79","9357.16,2075.23",,,"7045.96,6641.03"
"9592.13,4573.63","9563.11,3598.26","9478.36,5119.83","8642.33,5761.77","8286.78,5123.70",,"9552.09,6261.24","8562.64,6536.35","9209.79,2999.67","7676.40,4345.08","7225.87,6393.14",,,,"6938.57,6490.42",,"8298.01,5753.33","9849.07,6641.32","8589.53,6742.29","9236.23,2101.93",,,"6917.41,6647.42"
"9513.24,4575.15","9454.91,3616.81","9403.10,5126.13","8560.85,5771.87","8202.26,5134.09",,"9479.27,6257.48","8488.02,6542.29",,"7549.74,4347.53","7073.24,6403.87",,,,"6826.65,6528.12",,"8210.62,5757.96","9807.85,6630.00","8527.11,6749.69","9167.64,2155.59",,,"6780.83,6627.16"
"9433.39,4560.48","9370.76,3394.83","9318.92,5132.20","8471.02,5753.64","8094.42,5127.07",,"9380.16,6243.19","8382.86,6538.13","9049.48,2999.41","7441.10,4432.11","6941.81,6419.73",,,,"6703.94,6562.24",,"8126.58,5730.93","9704.20,6621.46","8457.63,6751.02",,,"9370.76,3394.83","10869.85,3903.40"
,,"9254.28,5098.72","8423.84,5732.49",,,"9332.30,6193.31","8359.51,6488.04",,"7351.63,4418.54","6874.50,6417.04",,,,"6678.62,6514.95",,"8090.45,5706.22","9686.09,6546.58","8440.96,6724.88",,,"9308.79,3381.33","6416.02,6472.81"
,,,"8268.75,5717.28","7895.60,5070.15",,"9152.54,6198.76","8184.18,6506.96",,"7213.10,4460.25","6700.23,6389.23",,,,,,"7931.43,5683.89","9505.58,6557.15","8299.56,6744.77",,,,"6022.02,6325.44"
,,,"8183.71,5727.42",,,"9057.19,6190.06","8097.51,6492.44",,"7094.51,4447.95","6588.01,6401.14",,,,"6588.01,6401.14",,"7859.75,5670.72","9413.72,6535.75","8235.59,6723.20",,,,"5721.92,6185.06"
,,,"8063.12,5801.67","7653.50,5105.56",,"8985.85,6304.03","7982.77,6627.86",,"6899.22,4522.18","6315.12,6568.95",,,,"6315.12,6568.95",,"7727.52,5736.83","9381.52,6670.56","8161.75,6906.89",,,,"5346.40,6095.20"
"8915.47,4560.92",,"8831.66,5247.81","7981.30,5784.46","7561.19,5074.00",,"8902.54,6299.85","7899.07,6608.61","8553.74,2814.78","6772.57,4481.30","6219.86,6585.81",,"6143.62,2408.45",,"6219.86,6585.81","6143.62,2408.45","7639.47,5695.54","9306.25,6655.06","8090.80,6892.92",,,,"5100.65,5968.82"
"8824.18,4543.35","8489.70,2768.10","8741.96,5281.62","7875.80,5771.38","7472.73,5027.84",,"8808.51,6275.62","7796.89,6609.64","8489.70,2768.10","6664.12,4486.06",,,,,,,"7541.70,5680.71","9228.52,6620.89","8023.05,6895.09",,,,"4898.30,5852.29"
"8703.92,4562.12",,"8613.65,5373.86","7757.42,5830.11","7340.32,5037.48",,"8684.84,6392.36","7668.60,6710.66",,,,,,,,,"7407.96,5733.00","9107.79,6746.37","7910.64,7033.65",,,,"4716.65,5800.94"
"8646.27,4534.70","8621.00,3364.15","8580.39,5331.09","7689.90,5761.23","7300.70,4942.88",,"8631.08,6305.81","7616.32,6625.16",,"6447.11,4394.71",,,,,,,"7343.52,5663.89","9080.10,6629.28","7876.82,6946.53",,"9317.52,5552.08",,"4594.51,5640.65"
"8534.34,4510.11","8500.17,3374.55","8438.35,5360.63","7595.45,5711.82","7225.36,4942.86","10697.82,3842.23","8497.02,6214.26","7510.12,6568.50",,"6354.14,4393.49","5856.97,6218.08",,,,,,"7257.09,5629.72",,"7786.27,6874.52",,"9157.01,5539.56",,"4515.29,5639.90"
,"8448.39,3268.55","8314.61,5288.82",,"7147.01,4824.47","10526.88,3770.51",,"7380.02,6467.98","8246.98,2601.46","6209.83,4353.54","5681.95,6225.02",,,,"5732.00,6485.41",,,,,,"9017.12,5416.05","8550.25,3271.88","4209.39,5645.65"
"8333.69,4420.96","8359.05,3229.20",,"7379.70,5621.51","7053.62,4819.07","10483.90,3796.28",,,"8191.84,2539.07",,"5580.26,6154.71",,"5529.24,2000.90","5660.29,5083.62","5657.92,6459.38","7760.99,2504.75",,,"7585.98,6793.04","8469.46,1470.04","8925.79,5461.27","8497.03,3181.17","4088.47,5577.60"
"8261.21,4424.38","8295.96,3210.49","8143.98,5345.31",,"7016.37,4745.23","10459.67,3838.13","8168.44,6086.00","7211.79,6465.95","8148.24,2512.22","6042.05,4217.18","5471.29,6144.98","3229.36,4888.91","5462.88,1930.29","5585.49,5071.44","5573.72,6446.02","7720.25,2496.74",,"8589.33,6301.97","7526.60,6793.82","8424.35,1481.90","8853.68,5484.78","8446.22,3180.80","3975.58,5508.71"
"8173.37,4437.19","8225.78,3199.13","8053.78,5377.68","7212.56,5598.65",,"10430.61,3831.17","8096.95,6072.31","7130.43,6472.53","8087.12,2480.32","5959.41,4140.39","5385.43,6043.53","3241.50,4956.32","5363.62,1933.65","5517.09,5112.07","5516.77,6412.95","7673.03,2509.80","6859.51,5568.05","8506.33,6297.42","7479.53,6792.07","8378.65,1414.28","8783.40,5494.89","8370.12,3186.14","3867.84,5446.20"
"8113.86,4376.93","8125.28,3181.70","7989.37,5393.60",,"6878.69,4683.26","10394.32,3874.07","8030.88,6079.02","7068.17,6460.39","7998.38,2461.96","5863.43,4077.70","5274.28,6034.08","3214.69,4944.66","5273.64,1781.86","5424.23,5106.88","5406.66,6405.40","7617.23,2427.22","6774.00,5571.82","8465.34,6271.45","7427.91,6814.13","8304.58,1374.05","8720.93,5522.70","8315.74,3117.41","3734.23,5346.13"
"8029.63,4406.72","8058.41,3204.17","7900.11,5442.98","7059.74,5566.61","6816.20,4661.67",,"7962.58,6051.62","7001.94,6458.14","7961.10,2496.65","5808.64,4017.09","5165.48,5941.15","3131.07,4921.26","5257.75,1838.94","5370.11,5116.86","5324.03,6384.49","7585.95,2514.54","6705.69,5543.55","8381.97,6245.70","7381.64,6804.43","8234.82,1550.51","8632.51,5533.77","8214.44,3246.53","3574.39,5266.29"
"7947.60,4385.94","7954.12,3245.05","7826.54,5431.75","6959.02,5541.56","6727.93,4634.42",,"7886.59,6025.74","6923.58,6412.08","7868.05,2537.41","5707.50,3958.97","5025.63,5854.02","3109.10,4966.15","5159.45,1818.68","5267.86,5123.66","5211.72,6353.60","7515.65,2518.79","6612.82,5512.91","8319.21,6190.84","7320.87,6786.69","8150.32,1564.76","8564.71,5525.55","8138.91,3237.54","3446.77,5201.45"
"7876.74,4393.15","7898.33,3168.21","7747.67,5479.45","6885.52,5509.10","6649.03,4610.07",,"7837.58,5985.97","6860.11,6406.94","7811.42,2472.72","5637.31,3830.19","4929.12,5815.05","3090.52,4957.33","5083.33,1850.27","5209.23,5142.55","5153.96,6360.55","7461.53,2514.69","6542.01,5489.89","8253.32,6182.01","7277.80,6793.40","8086.97,1516.64","8491.92,5544.51","8060.00,3241.74","3353.33,5134.87"
"7860.40,4312.52","7824.64,3099.65","7769.86,5458.92","6887.21,5487.26","6618.76,4597.01",,"7867.27,5962.46","6918.09,6390.32","7727.06,2349.17","5577.66,3821.96","4958.37,5775.84","3187.57,5046.78","4930.78,1737.98","5224.29,5208.06","5191.35,6420.62","7397.46,2350.08","6553.08,5438.82","8313.17,6112.54","7352.89,6778.23","7983.52,1283.26","8527.79,5488.84","8039.50,3047.31","3391.25,5196.93"
"7809.28,4297.12","7783.68,3038.00","7715.83,5478.23","6817.17,5472.15","6551.37,4575.99",,"7835.35,5906.80","6864.33,6369.77","7678.28,2290.92","5498.66,3719.94","4849.63,5756.48","3158.30,5017.16","4850.65,1730.20","5166.50,5191.05","5137.28,6422.73","7362.06,2314.87","6489.83,5426.73","8274.05,6072.96","7327.01,6764.09","7946.02,1201.96","8486.68,5501.63","7978.16,3035.85","3288.74,5138.85"
"7728.01,4308.23","7716.02,3010.83","7649.90,5486.97","6747.78,5460.24","6467.74,4575.31",,"7772.36,5901.38","6793.96,6368.77","7616.48,2292.59","5420.58,3665.26","4736.09,5653.31","3134.77,5002.20","4785.42,1703.32","5104.14,5160.35","5036.46,6438.98","7298.08,2337.00","6430.99,5366.66","8221.78,6044.96","7274.39,6784.78","7874.52,1199.16","8411.37,5515.15","7914.76,3008.10","3248.94,5113.96"
"7615.87,4337.46","7637.95,3072.91","7516.60,5513.44","6628.13,5464.80","6387.99,4596.36",,"7643.57,5876.05","6677.83,6334.93","7557.81,2358.97","5379.41,3614.54","4634.48,5638.98","3085.12,4987.08","4784.21,1681.67","5032.17,5134.10","4931.13,6447.91","7275.90,2375.08","6343.23,5381.57","8056.69,6031.87","7149.52,6763.06","7840.62,1260.65","8255.18,5532.54","7818.46,3106.40","3193.98,5099.41"
"7528.69,4353.91","7558.75,3051.72","7440.85,5527.72","6543.46,5416.82","6294.90,4582.44",,"7575.37,5862.28","6599.44,6322.94","7486.03,2315.36","5305.58,3567.52","4483.18,5565.69","3083.07,4985.53","4711.17,1616.59","4972.76,5076.16","4831.52,6493.48","7204.90,2370.71","6272.57,5318.57","7992.79,5995.71","7108.51,6766.66","7760.58,1211.65","8182.60,5548.84","7738.99,3083.66",
"7467.41,4330.43","7488.43,3027.14","7368.37,5538.08","6459.23,5409.21","6224.85,4554.77",,"7527.44,5824.06","6519.07,6306.21","7423.20,2272.82","5203.91,3467.74","4362.40,5537.54","3074.41,5020.38","4640.69,1632.45","4907.90,5056.96","4757.10,6495.26","7156.32,2310.65","6214.44,5303.34","7937.19,5982.22","7061.79,6780.89","7690.62,1141.00","8118.14,5562.51","7669.95,3058.18",
"7361.59,4319.97","7378.12,2959.88","7286.13,5497.30","6397.31,5363.64","6151.28,4528.57",,,"6451.48,6279.30","7309.38,2198.99","5161.00,3464.27","4279.99,5565.00","3092.04,5076.17","4627.61,1611.06","4876.81,5010.76","4702.22,6570.48","7053.24,2276.77","6160.22,5271.31","7836.46,5905.32","7017.52,6771.73","7553.04,1086.42","8007.11,5506.99","7542.87,2988.03",
"7305.59,4280.05","7316.48,2923.46","7241.00,5506.94","6335.34,5371.74","6100.18,4504.00",,"7419.65,5723.14","6380.89,6286.64","7237.07,2207.76","5098.36,3396.90","4199.17,5569.13","3110.19,5115.42","4567.81,1561.59","4846.73,5001.92","4656.54,6597.49","7001.37,2231.87","6127.49,5231.55","7807.36,5867.48","7002.77,6778.81","7470.18,1069.63","7974.40,5492.09","7480.14,2949.22","3152.72,5234.67"
"7252.67,4256.76","7256.29,2882.91","7201.65,5514.79","6273.05,5333.50","6043.13,4495.67",,"7375.30,5707.93","6315.72,6259.73","7182.31,2135.58","5056.93,3377.48","4104.19,5573.84","3115.48,5141.34","4529.82,1589.52","4802.45,4957.65","4594.74,6625.85","6950.77,2215.93","6074.11,5217.87","7757.88,5850.35","6976.59,6780.02","7410.06,999.36","7910.51,5504.79","7412.00,2984.57","3138.35,5241.62"
"7154.56,4243.68","7173.74,2812.29","7104.30,5593.70","6191.61,5349.17","5979.57,4503.41",,"7286.01,5692.44","6212.95,6300.35","7093.11,2041.75","5014.82,3362.26","4094.60,5626.50","3190.57,5207.74","4457.24,1452.09","4795.84,4969.76","4571.49,6664.24","6870.02,2107.93","6027.12,5224.63","7659.53,5798.31","6917.78,6794.32","7301.43,834.87","7815.60,5477.40","7318.51,2884.29",
"7122.94,4247.51","7150.62,2884.26","7089.23,5602.23","6122.54,5341.56","5901.37,4488.91",,"7260.11,5662.45","6116.63,6288.99","7064.56,2154.67","4949.15,3376.51","3951.68,5613.90","3082.76,5114.46","4453.57,1584.55","4701.59,4929.74","4442.83,6651.79","6848.76,2197.15","5957.21,5177.08","7623.58,5780.40","6888.03,6786.01","7284.99,958.44","7789.00,5498.93","7275.01,2969.78",
"7067.25,4270.51","7109.50,2942.35","7030.32,5648.83","6064.08,5312.53","5863.16,4522.99",,"7205.19,5597.08","6038.23,6214.80","7023.62,2239.26","4898.11,3433.98","3957.70,5655.94","3111.44,5122.87","4398.12,1667.45","4693.08,4942.93","4416.35,6576.95","6802.68,2263.11","5916.99,5156.22","7560.84,5695.89","6866.12,6675.27","7218.68,1081.05","7715.05,5460.31","7208.69,3053.99","3204.25,5169.01"
"7066.57,4312.48","7138.14,2898.72","7050.00,5702.31","6039.14,5375.90","5828.62,4551.70",,"7206.33,5664.82","5966.47,6276.78","7048.96,2188.67","4860.61,3460.41","3902.30,5745.38","3097.44,5146.19","4356.38,1671.71","4661.75,4976.60","4385.95,6631.39","6817.84,2197.49","5905.90,5201.42","7558.81,5736.49","6864.33,6746.47","7260.86,914.28","7727.17,5514.64",,"3207.22,5156.40"
"7017.30,4340.19","7081.29,2921.37","7004.01,5803.26","5967.00,5390.94","5791.76,4608.21",,"7152.22,5667.16","5875.29,6298.42","6997.84,2239.97","4834.19,3503.81","3855.37,5750.82","3095.36,5074.97","4337.31,1689.47","4636.90,4993.71","4348.20,6636.21","6762.06,2230.93","5864.23,5199.37","7498.61,5701.34","6822.65,6767.63",,"7657.55,5529.70","7150.40,3065.20","3237.47,5137.28"
"6979.09,4349.73","7039.36,2892.72","6966.58,5829.40","5911.27,5399.67","5729.55,4611.66",,"7116.45,5682.02","5805.22,6304.60","6956.13,2241.96","4807.15,3494.41","3816.44,5712.92","3119.79,5041.11","4318.76,1673.03","4614.01,5005.40","4331.40,6664.88","6733.55,2196.90","5824.27,5223.81","7435.12,5686.27","6806.69,6767.24","7136.37,929.98","7598.50,5539.60","7096.71,3066.97","3260.86,5112.97"
"6938.01,4370.55",,"6935.09,5877.95","5864.08,5406.08","5692.64,4672.53",,"7078.24,5679.43",,"6922.73,2253.33","4773.11,3453.13","3760.15,5634.23","3155.25,4979.54","4292.32,1732.94","4591.36,5000.12","4296.39,6657.75",,"5795.94,5159.31","7395.76,5661.04","6784.40,6766.97","7089.54,950.82","7561.15,5527.26","7045.98,3088.73","3274.86,5071.64"
,,,"5799.89,5375.05",,,"7026.08,5672.71",,,"4751.51,3432.59","3727.38,5571.94","3212.10,4962.47",,,"4273.02,6647.91",,,,"6743.51,6763.22",,,"6974.94,3100.02","3465.62,5037.14"
,,,,,,"6974.25,5619.40",,"6817.82,2243.46",,"3698.98,5437.89","3247.42,4952.06",,,"4272.93,6599.78","6817.82,2243.46",,,"6731.16,6683.37",,"7419.68,5484.93","6898.36,3097.53","3716.14,5060.49"
,,,,,,,,,,"3698.66,5413.65",,,,"4256.46,6598.98",,,"7216.45,5502.25",,,,,"3895.87,5058.97"
,,,,,,,,,,"3714.11,5321.54","3244.17,4855.51",,,"4240.98,6573.06",,,"7180.61,5451.88",,,"7327.50,5505.29","6831.80,3064.93","4078.00,5092.11"
,,,,,,,,,,,"3210.54,4805.00",,,"4200.34,6589.71",,"5710.78,5008.12",,"6679.59,6757.84",,,"6813.16,3096.80","4206.77,5105.75"
,,,,"5470.78,4637.41",,"6899.77,5615.69",,,,,"3204.43,4779.97",,,"4196.03,6596.58",,,"7101.24,5454.90",,,"7241.68,5560.05","6775.38,3085.26","4348.27,5136.31"
,,,"5613.79,5313.59","5455.13,4557.20",,"6844.64,5514.14",,,"4709.28,3420.85",,"3170.36,4705.61",,"4432.66,5015.31","4153.39,6512.49",,,,,,,"6692.66,3116.98",
"6675.35,4315.02",,"6736.83,6109.34","5634.99,5397.49","5483.30,4586.36",,"6858.17,5636.99",,,"4730.15,3385.68",,"3147.79,4618.52",,"4450.45,5086.63","4143.03,6579.81",,"5629.64,4945.89",,,,"7093.29,5643.59","6715.32,3101.71",
"6666.66,4320.11","6659.45,2890.83","6748.01,6136.23","5661.97,5389.46","5508.30,4565.95",,"6877.01,5594.51",,"6673.83,2160.24","4740.21,3401.07",,"3126.74,4596.12","4216.97,1831.89","4461.02,5021.64","4158.80,6574.40",,"5643.98,4944.85",,,,"7072.06,5628.54","6696.49,3164.74","4577.09,5217.19"
"6640.82,4285.09","6658.02,3152.43","6745.51,6142.94","5660.25,5419.34","5518.64,4549.35",,"6868.84,5574.99",,,"4714.28,3384.84",,"3053.17,4581.82",,"4489.01,5047.75","4122.87,6559.02",,"5635.63,4958.78",,,,,"6658.02,3152.43","4596.33,5251.08"
"6643.85,4303.86","6659.63,3147.86","6758.99,6161.40","5694.84,5441.56","5549.11,4550.16",,"6869.78,5558.90",,,"4712.41,3385.51",,"3009.47,4559.94",,"4561.64,5109.44","4124.96,6547.90",,"5668.38,5001.95",,,,,"6659.63,3147.86","4642.20,5277.81"
"6639.28,4307.58","6647.95,3206.86","6739.07,6200.00","5707.24,5445.22","5567.75,4560.94",,"6868.11,5529.33",,"6622.20,2135.60","4713.46,3366.34",,"2949.50,4535.41","4174.47,1845.21","4625.75,5240.71","4104.36,6557.70",,"5696.06,4995.67",,,,,"6647.95,3206.86",
"6635.30,4406.49","6643.07,3213.45","6702.86,6219.28","5733.06,5510.65","5613.79,4577.50",,"6867.16,5515.77",,,"4722.59,3371.82",,"2875.88,4492.09","4190.73,1866.22","4699.45,5279.46","4092.29,6543.43",,"5729.63,5036.63",,,,,"6643.07,3213.45","4720.30,5372.78"
"6654.56,4402.81","6724.21,3020.41","6708.89,6240.58","5768.31,5536.11","5657.04,4606.61",,"6894.50,5494.11","4727.22,6315.66","6624.04,2139.48","4735.15,3372.49","4565.30,5230.02","2848.76,4497.50","4210.89,1921.86","4783.50,5319.38","4107.76,6516.80",,"5785.05,5025.73",,,,"6923.70,5696.09","6648.68,3231.59","4826.89,5440.57"
"6671.81,4377.03","6729.76,3057.48","6678.34,6265.14","5784.14,5531.34","5694.15,4636.51",,"6915.34,5473.05","4747.28,6328.33","6610.42,2134.50","4757.96,3365.53",,"2817.50,4499.83","4221.14,1949.49","4852.83,5342.82","4139.87,6529.65",,"5841.11,5034.23",,,"6700.72,677.25","6918.60,5703.18","6645.64,3280.57","4925.05,5528.63"
"6723.45,4455.45","6781.68,3250.31","6664.09,6318.96","5777.96,5601.71","5730.57,4662.14",,"6970.32,5479.81","4729.94,6243.02","6652.37,2206.78","4744.39,3417.58","4723.99,5267.79","2767.44,4417.44","4196.67,2068.50","4884.42,5349.57","4105.51,6364.71",,"5863.34,5074.72",,,"6760.92,697.10","6952.69,5751.38","6694.33,3331.45","4959.07,5533.60"
"6748.78,4487.54","6801.70,3248.06",,"5781.20,5647.85","5772.62,4765.16",,"6957.43,5481.75","4756.69,6248.39","6672.13,2209.85","4779.26,3462.72","4826.66,5354.38","2766.19,4441.34","4227.72,2128.20","4983.06,5508.83","4150.69,6370.61",,"5919.61,5084.22",,,"6770.49,694.64","6938.17,5749.95","6687.77,3450.86","5036.54,5609.67"
"6754.87,4531.92","6787.81,3390.11",,"5780.09,5694.05","5796.82,4782.00",,"6948.92,5493.49","4780.47,6247.06","6656.29,2233.64","4781.55,3486.90","4908.04,5449.62","2717.61,4467.68","4225.65,2140.16","5040.19,5592.34","4160.80,6381.04",,"5947.93,5107.44",,,"6762.49,673.75","6918.57,5767.13","6682.49,3444.05",
,"6853.33,3391.08",,"5791.56,5758.21",,,,"4809.59,6264.26","6696.28,2240.70","4811.55,3481.63","5024.04,5509.69",,"4260.00,2159.67","5133.25,5656.03","4164.92,6346.23",,"6030.01,5180.02",,,"6800.45,694.57","6943.02,5839.01","6700.33,3522.61",
"6867.02,4558.51",,"6535.20,6449.86","5778.61,5770.46","5917.49,4899.98",,"7030.56,5563.29","4796.54,6275.92","6738.24,2124.19","4833.56,3377.96","5077.23,5529.19",,"4295.46,2039.65","5169.55,5626.96","4136.64,6330.31","6215.20,1933.48",,"6703.46,5116.32",,"6833.83,535.09","6966.45,5873.23","6714.23,3450.12",
,"6935.46,3449.22","6553.28,6390.65","5788.04,5763.30","5973.87,4920.77",,"7054.34,5583.37","4809.48,6246.62","6768.21,2135.82","4839.04,3395.14","5168.47,5574.44",,"4304.17,2077.65","5242.22,5739.87","4145.52,6309.53","6211.91,1962.95","6127.41,5236.67","6710.07,5140.92",,"6867.79,539.87",,"6724.44,3549.21","5696.30,5794.12"
"7004.36,4635.07","6966.31,3588.01","6627.28,6322.65","5854.91,5750.46","6086.95,5029.00",,"7125.94,5587.22","4909.77,6243.48","6768.63,2257.29","4881.24,3489.64",,,"4333.54,2296.93","5369.52,5772.80","4227.78,6293.09",,"6228.19,5252.52","6750.00,5123.43","6139.59,6691.48","6852.03,667.22","7090.22,5916.17","6748.74,3604.06","6056.73,5875.88"
"7053.37,4710.23","7042.57,3636.78","6681.74,6275.13","5883.14,5748.81","6157.83,5064.60",,"7216.55,5587.86","4941.58,6242.40","6826.66,2283.63","4918.27,3516.71",,,,"5427.11,5803.01","4255.01,6291.85",,"6293.04,5277.84","6767.00,5124.77","6149.35,6695.43","6885.07,693.64","7189.47,5931.93","6774.19,3687.32","6339.45,6009.94"
"7123.78,4690.60","7094.76,3659.09","6694.02,6242.29","5936.93,5742.91","6238.09,5130.24",,"7247.04,5674.91","4955.05,6228.67",,,,,,,"4277.05,6291.66",,"6349.70,5290.27",,"6149.93,6696.42",,"7259.64,5975.59",,"6595.65,6178.49"
"7164.57,4771.32","7163.24,3706.08","6705.97,6226.40","5961.16,5769.80","6303.38,5145.47",,"7322.69,5684.25","4968.57,6213.45",,,,,,"5510.33,5807.45","4271.23,6237.92",,"6402.67,5369.37",,"6128.80,6695.05",,"7334.72,6008.25",,
"7162.64,4867.12","7137.36,3770.59","6644.04,6301.65","5988.17,5783.04",,,"7291.80,5882.02","5076.75,6085.01","6871.29,2333.97","5097.70,3395.33",,,"4675.99,2325.18","5552.24,5735.84","4485.13,6013.71","6192.10,2023.72","6382.37,5441.26","6684.63,5176.41","6099.53,6733.02","6909.62,723.43","7304.93,6253.72","6773.36,3796.85",
"7189.60,4919.95","7177.78,3838.28","6629.22,6301.69","5993.24,5774.26",,,"7335.20,5905.78","5096.46,6108.63","6892.68,2366.09","5113.34,3431.35",,,"4737.06,2428.86","5564.19,5739.65","4514.37,5989.44","6179.89,2034.36","6387.60,5452.63","6674.59,5187.19","6097.91,6724.71","6935.47,708.99","7329.48,6311.55","6787.35,3871.57","6363.80,5230.55"
,,"6634.63,6305.38","6001.08,5755.03",,,"7387.74,5946.82","5108.82,6146.29","6966.55,2337.21","5126.56,3447.72","5499.78,5499.64",,"4765.50,2417.38","5569.20,5745.33",,"6176.80,2035.09","6391.67,5593.56","6654.24,5171.19","6102.59,6733.96","6974.04,685.60","7368.02,6329.91","6802.32,3955.38",
"7295.86,4963.16","7257.67,3919.56","6635.64,6319.55","5994.95,5731.33",,,"7427.30,5975.81","5114.41,6153.10","6997.98,2406.61","5134.10,3459.65",,,"4815.21,2570.21","5561.63,5709.55","4551.76,5958.67","6167.34,2034.24","6395.90,5603.04","6629.77,5146.16","6109.14,6726.05","6993.88,709.40","7398.53,6344.91","6830.25,3958.96",
