7,28,1210.00,868.00,17.00,17.00,1,-1,-1,-1
7,26,1892.00,233.00,24.00,55.00,1,-1,-1,-1
7,27,1893.00,234.00,24.00,53.00,1,-1,-1,-1
8,14,226.00,515.00,33.00,82.00,1,-1,-1,-1
8,16,1348.00,823.00,60.00,87.00,1,-1,-1,-1
8,18,1149.00,708.00,81.00,89.00,1,-1,-1,-1
8,3,1283.00,394.00,35.00,71.00,1,-1,-1,-1
8,4,612.00,594.00,38.00,85.00,1,-1,-1,-1
8,1,1004.00,460.00,28.00,69.00,1,-1,-1,-1
8,5,1329.00,449.00,38.00,68.00,1,-1,-1,-1
8,9,890.00,361.00,25.00,64.00,1,-1,-1,-1
8,12,359.00,731.00,36.00,107.00,1,-1,-1,-1
8,8,1592.00,618.00,38.00,97.00,1,-1,-1,-1
8,10,1243.00,430.00,30.00,72.00,1,-1,-1,-1
8,13,340.00,495.00,30.00,74.00,1,-1,-1,-1
8,2,540.00,691.00,39.00,96.00,1,-1,-1,-1
8,7,895.00,639.00,37.00,87.00,1,-1,-1,-1
8,17,1098.00,309.00,22.00,50.00,1,-1,-1,-1
8,6,373.00,307.00,26.00,60.00,1,-1,-1,-1
8,15,1174.00,355.00,30.00,58.00,1,-1,-1,-1
8,11,774.00,369.00,24.00,62.00,1,-1,-1,-1
8,22,952.00,226.00,20.00,49.00,1,-1,-1,-1
8,19,777.00,421.00,27.00,70.00,1,-1,-1,-1
8,24,1905.00,379.00,15.00,64.00,1,-1,-1,-1
8,21,313.00,225.00,18.00,48.00,1,-1,-1,-1
8,20,1854.00,808.00,37.00,111.00,1,-1,-1,-1
8,28,1215.00,874.00,16.00,16.00,1,-1,-1,-1
8,29,1905.00,378.00,15.00,64.00,1,-1,-1,-1
8,26,1891.00,231.00,24.00,57.00,1,-1,-1,-1
8,27,1891.00,232.00,25.00,55.00,1,-1,-1,-1
9,14,228.00,516.00,32.00,81.00,1,-1,-1,-1
9,3,1284.00,395.00,37.00,70.00,1,-1,-1,-1
9,16,1342.00,825.00,66.00,88.00,1,-1,-1,-1
9,9,892.00,361.00,25.00,64.00,1,-1,-1,-1
9,15,1176.00,354.00,33.00,60.00,1,-1,-1,-1
9,4,617.00,594.00,40.00,85.00,1,-1,-1,-1
9,13,341.00,495.00,32.00,74.00,1,-1,-1,-1
9,5,1333.00,448.00,38.00,70.00,1,-1,-1,-1
9,12,358.00,732.00,36.00,108.00,1,-1,-1,-1
9,7,897.00,639.00,47.00,87.00,1,-1,-1,-1
9,10,1246.00,430.00,29.00,72.00,1,-1,-1,-1
9,2,541.00,691.00,38.00,95.00,1,-1,-1,-1
9,8,1597.00,621.00,36.00,97.00,1,-1,-1,-1
9,17,1098.00,309.00,23.00,51.00,1,-1,-1,-1
9,6,373.00,307.00,26.00,60.00,1,-1,-1,-1
9,1,1007.00,461.00,26.00,67.00,1,-1,-1,-1
9,11,774.00,369.00,24.00,65.00,1,-1,-1,-1
9,22,953.00,225.00,20.00,51.00,1,-1,-1,-1
9,18,1160.00,707.00,72.00,99.00,1,-1,-1,-1
9,19,778.00,422.00,27.00,70.00,1,-1,-1,-1
9,24,1906.00,380.00,14.00,63.00,1,-1,-1,-1
9,20,1854.00,808.00,37.00,110.00,1,-1,-1,-1
9,21,313.00,223.00,20.00,50.00,1,-1,-1,-1
9,28,1220.00,878.00,15.00,17.00,1,-1,-1,-1
9,29,1905.00,379.00,15.00,63.00,1,-1,-1,-1
9,26,1889.00,232.00,25.00,56.00,1,-1,-1,-1
10,14,228.00,516.00,32.00,81.00,1,-1,-1,-1
10,3,1284.00,395.00,37.00,70.00,1,-1,-1,-1
10,16,1342.00,825.00,66.00,88.00,1,-1,-1,-1
10,9,892.00,361.00,25.00,64.00,1,-1,-1,-1
10,15,1176.00,354.00,33.00,60.00,1,-1,-1,-1
