frame,ball_x,ball_y,id_10_team_0_x,id_10_team_0_y,id_11_team_1_x,id_11_team_1_y,id_12_team_1_x,id_12_team_1_y,id_13_team_0_x,id_13_team_0_y,id_14_team_1_x,id_14_team_1_y,id_15_team_1_x,id_15_team_1_y,id_16_team_0_x,id_16_team_0_y,id_17_team_0_x,id_17_team_0_y,id_18_team_1_x,id_18_team_1_y,id_1_team_0_x,id_1_team_0_y,id_20_team_0_x,id_20_team_0_y,id_22_team_1_x,id_22_team_1_y,id_281_team_0_x,id_281_team_0_y,id_2_team_0_x,id_2_team_0_y,id_3_team_1_x,id_3_team_1_y,id_45_team_0_x,id_45_team_0_y,id_4_team_0_x,id_4_team_0_y,id_5_team_0_x,id_5_team_0_y,id_6_team_1_x,id_6_team_1_y,id_7_team_1_x,id_7_team_1_y,id_8_team_1_x,id_8_team_1_y,id_9_team_1_x,id_9_team_1_y
456,2886.6396,4758.834,7260.1904,2646.9832,4453.568,5164.4707,7436.7773,5509.637,7279.2715,3992.2458,4179.953,2024.183,7235.019,873.1591,6289.363,4412.4224,5382.002,5415.166,7672.928,3456.0142,6484.3696,6054.093,5500.598,3667.7605,2559.367,4590.2993,10143.943,3534.5515,7468.524,4870.132,4836.527,6173.6113,7293.6455,2605.8547,6167.1543,5058.0186,7528.077,5774.3706,5600.664,4988.689,7899.866,5504.2188,7106.7896,6000.9688,6099.755,2042.6794
457,2885.1528,4737.795,7241.926,2635.3115,4433.8584,5162.957,7414.763,5489.613,7267.506,3984.295,4155.5283,2023.6948,7218.544,866.271,6275.1787,4398.876,5378.8022,5398.418,7657.0396,3462.9722,6475.5938,6041.91,5491.563,3653.0042,2544.8862,4583.7793,10133.263,3529.1953,7453.0464,4861.609,4830.292,6171.8765,7276.4907,2600.188,6148.8086,5041.6025,7516.373,5763.0903,5580.413,4968.349,7885.454,5505.3086,7094.9756,5981.3965,6076.6973,2032.4415
458,2886.061,4717.4385,7225.0415,2624.0796,4415.065,5161.3306,7393.931,5470.203,7256.9556,3976.6348,4132.6562,2023.4957,7203.309,860.2291,6262.1206,4385.498,5376.249,5382.3604,7641.8726,3469.7112,6467.643,6030.0684,5483.508,3638.5276,2530.97,4577.42,10122.81,3523.9824,7438.5264,4853.2144,4824.8276,6170.199,7260.2715,2594.4688,6131.702,5025.54,7505.7285,5752.1113,5561.8154,4948.307,7872.0415,5506.0073,7083.843,5962.456,6054.5806,2022.492
459,2889.2637,4697.7725,7209.5103,2613.3142,4397.1895,5159.578,7374.2017,5451.382,7247.564,3969.3022,4111.28,2023.5657,7189.305,855.0235,6250.162,4372.298,5374.2886,5366.9365,7627.4487,3476.26,6460.5024,6018.5654,5476.3574,3624.2788,2517.534,4571.2173,10112.633,3518.928,7424.94,4844.944,4820.164,6168.5864,7244.943,2588.7236,6115.7705,5009.844,7496.095,5741.4614,5544.794,4928.5596,7859.5654,5506.3945,7073.3765,5944.1196,6033.4053,2012.8524
460,2894.7344,4678.785,7195.3022,2603.0386,4380.2227,5157.668,7355.5396,5433.1104,7239.2915,3962.3254,4091.361,2023.8782,7176.5293,850.6409,6239.276,4359.317,5372.942,5352.0083,7613.832,3482.6458,6454.197,6007.377,5470.0854,3610.1875,2504.4944,4565.1636,10102.819,3514.0376,7412.3125,4836.7974,4816.3667,6167.0347,7230.507,2582.988,6100.9917,4994.554,7487.4385,5731.1533,5529.2446,4909.1,7847.925,5506.587,7063.538,5926.335,6013.189,2003.5547
461,2902.3254,4660.466,7182.3755,2593.207,4364.1216,5155.6523,7337.942,5415.4316,7232.115,3955.665,4072.8784,2024.458,7164.896,847.0471,6229.4395,4346.514,5372.1797,5337.719,7600.926,3488.8413,6448.649,5996.523,5464.685,3596.352,2491.921,4559.257,10093.255,3509.2961,7400.565,4828.772,4813.283,6165.547,7216.9414,2577.241,6087.3257,4979.617,7479.7534,5721.1636,5515.1885,4889.951,7837.195,5506.455,7054.344,5909.1504,5993.878,1994.5463
462,2911.9434,4642.8223,7170.68,2583.8323,4348.9062,5153.4976,7321.39,5398.328,7225.9854,3949.3345,4055.7737,2025.2633,7154.4067,844.18524,6220.6353,4333.9224,5371.9824,5323.9478,7588.7896,3494.8599,6443.889,5985.9863,5460.123,3582.722,2479.7578,4553.4995,10084.039,3504.7202,7389.727,4820.878,4810.9937,6164.1133,7204.2637,2571.535,6074.7676,4965.083,7472.983,5711.5137,5502.5483,4871.123,7827.291,5506.1143,7045.7803,5892.534,5975.5195,1985.8772
463,2923.508,4625.832,7160.2007,2574.8945,4334.561,5151.21,7305.869,5381.8,7220.8784,3943.3245,4040.0376,2026.2902,7145.0347,842.0401,6212.844,4321.535,5372.3267,5310.7104,7577.4097,3500.6814,6439.862,5975.7783,5456.3687,3569.3284,2468.0112,4547.892,10075.148,3500.3047,7379.7666,4813.116,4809.436,6162.7285,7192.458,2565.8562,6063.285,4950.95,7467.099,5702.203,5491.2896,4852.627,7818.196,5505.538,7037.837,5876.4844,5958.108,1977.5281
464,2936.981,4609.481,7150.9062,2566.389,4321.0615,5148.789,7291.3423,5365.837,7216.7754,3937.6477,4025.6414,2027.5378,7136.7505,840.59094,6206.0347,4309.3647,5373.239,5297.972,7566.787,3506.3274,6436.567,5965.898,5453.4165,3556.15,2456.652,4542.435,10066.605,3496.05,7370.683,4805.4834,4808.602,6161.4062,7181.5176,2560.2214,6052.8516,4937.2246,7462.086,5693.245,5481.3574,4834.4614,7809.8774,5504.7705,7030.4985,5860.99,5941.624,1969.491
465,2952.2717,4593.8037,7142.7505,2558.3044,4308.4116,5146.24,7277.819,5350.4385,7213.621,3932.2705,4012.5286,2028.9768,7129.5327,839.7925,6200.2,4297.4106,5374.6597,5285.733,7556.9004,3511.7832,6434.017,5956.3203,5451.2295,3543.201,2445.6897,4537.1255,10058.402,3491.9578,7362.4673,4797.989,4808.508,6160.1235,7171.4434,2554.6426,6043.4644,4923.9053,7457.898,5684.6064,5472.75,4816.6343,7802.3184,5503.807,7023.7803,5846.047,5926.0757,1961.7987
