frame,id_1_team_0_x,id_1_team_0_y,id_2_team_0_x,id_2_team_0_y,id_4_team_0_x,id_4_team_0_y,id_5_team_0_x,id_5_team_0_y,id_10_team_0_x,id_10_team_0_y,id_13_team_0_x,id_13_team_0_y,id_16_team_0_x,id_16_team_0_y,id_17_team_0_x,id_17_team_0_y,id_20_team_0_x,id_20_team_0_y,id_45_team_0_x,id_45_team_0_y,id_281_team_0_x,id_281_team_0_y,id_3_team_1_x,id_3_team_1_y,id_6_team_1_x,id_6_team_1_y,id_7_team_1_x,id_7_team_1_y,id_8_team_1_x,id_8_team_1_y,id_9_team_1_x,id_9_team_1_y,id_11_team_1_x,id_11_team_1_y,id_12_team_1_x,id_12_team_1_y,id_14_team_1_x,id_14_team_1_y,id_15_team_1_x,id_15_team_1_y,id_18_team_1_x,id_18_team_1_y,id_22_team_1_x,id_22_team_1_y,ball_x,ball_y
456,1762.6749,1331.7638,5547.4453,1807.7607,4278.6685,5351.7993,4729.6216,4132.251,6150.304,3465.7954,1878.3768,1146.1514,6462.542,58.47563,4323.7217,3302.28,3380.1853,5056.766,5148.1016,4410.076,5510.836,4749.9473,4449.241,3267.2659,1291.8857,4568.3164,8592.975,3335.058,5846.8423,3824.2395,4155.3335,6906.283,5578.151,1611.6958,4377.3853,3293.2468,6669.6245,4999.396,4877.369,3072.4492,6841.237,5890.496,5373.6816,4583.203,4291.8755,830.1395
457,1803.3405,1195.035,5494.881,1727.5701,4209.6875,5359.193,4665.9873,4051.1658,6094.196,3411.5364,1783.4688,1136.3121,6400.4434,25.028053,4292.7144,3192.846,3350.9207,5002.183,5043.2153,4449.666,5478.107,4671.0566,4445.216,3186.6296,1217.444,4538.6396,8530.157,3315.269,5776.4966,3757.2202,4163.845,6897.089,5492.3726,1578.1816,4310.7417,3184.759,6629.083,4948.87,4840.0034,2928.8323,6782.8423,5860.985,5312.3965,4490.565,4195.905,769.5145
458,1860.5557,1068.082,5455.8154,1649.2538,4143.691,5363.2227,4611.8325,3974.6824,6045.0156,3359.3735,1702.1715,1129.0011,6346.6387,-1.7378074,4271.342,3084.2048,3329.2363,4949.379,4951.3213,4485.4326,5450.6357,4596.0273,4446.493,3105.0212,1147.7085,4508.7354,8473.3955,3295.5208,5713.9165,3692.3906,4179.508,6884.285,5412.0254,1545.1819,4251.7275,3082.3125,6591.152,4901.6323,4811.1074,2787.0,6730.085,5830.4517,5256.564,4401.6167,4106.963,712.2953
459,1933.9434,950.8303,5430.1816,1573.4341,4081.2432,5363.7295,4566.144,3902.59,6002.857,3309.4666,1634.4022,1123.9211,6301.782,-21.579346,4259.1475,2977.0627,3314.7266,4898.2827,4872.2456,4517.4297,5428.635,4525.035,4452.8687,3022.8257,1082.5724,4478.912,8422.626,3275.7588,5659.142,3629.93,4201.794,6868.256,5337.4023,1512.4259,4200.195,2986.225,6555.9795,4857.9277,4790.812,2647.4417,6683.0386,5799.404,5205.9556,4316.5083,4025.256,658.42065
460,2023.122,843.0092,5417.772,1500.6436,4022.8652,5360.588,4527.8726,3834.6265,5967.7783,3261.9377,1579.9181,1120.7737,6266.403,-34.344986,4255.6865,2872.0154,3306.9016,4848.792,4805.705,4545.7534,5412.2544,4458.1997,4464.115,2940.362,1021.9012,4449.438,8377.7295,3255.9382,5612.1123,3569.9512,4230.146,6849.4053,5268.731,1479.6237,4155.9043,2896.6877,6523.701,4817.9277,4779.158,2510.5173,6641.6963,5768.306,5160.2773,4235.2935,3950.8762,607.7738
461,2127.7356,744.19745,5418.2715,1431.3214,3969.027,5353.719,4496.005,3770.4993,5939.815,3216.8604,1538.3391,1119.2611,6240.8906,-39.965736,4260.541,2769.5403,3305.1917,4800.8154,4751.317,4570.5283,5401.56,4395.5854,4479.968,2857.8892,965.54395,4420.536,8338.544,3236.036,5572.683,3512.5178,4264.0107,6828.164,5206.1987,1446.4701,4118.547,2813.7744,6494.4077,4781.7363,4776.105,2376.478,6605.991,5737.57,5119.2,4157.945,3883.814,560.19183
462,2247.466,653.8669,5431.2886,1365.8176,3920.144,5343.093,4469.5825,3709.908,5918.9844,3174.2717,1509.1775,1119.0939,6225.4995,-38.43528,4273.3213,2670.0059,3308.9854,4754.2744,4708.643,4591.89,5396.5513,4337.2085,4500.1284,2775.5967,913.3421,4392.394,8304.897,3216.05,5540.649,3457.6433,4302.855,6804.9663,5149.9316,1412.6627,4087.7534,2737.458,6468.155,4749.391,4781.553,2245.4668,6575.8203,5707.5547,5082.3774,4084.357,3823.9807,515.4845
463,2382.0508,571.4249,5456.391,1304.3986,3876.5757,5328.716,4447.7324,3652.5547,5905.285,3134.1714,1491.8668,1119.9958,6220.379,-29.795372,4293.682,2573.6729,3317.6414,4709.102,4677.2153,4609.983,5397.1543,4283.0503,4524.277,2693.6177,865.1323,4365.156,8276.605,3195.9885,5515.763,3405.302,4346.183,6780.234,5099.9995,1377.9043,4063.1182,2667.6267,6444.9834,4720.866,4795.347,2117.5286,6551.052,5678.5596,5049.465,4014.3618,3771.2288,473.44247
464,2531.2756,496.24054,5493.1333,1247.247,3838.6118,5310.6333,4429.6743,3598.1597,5898.718,3096.5269,1485.7874,1121.7063,6225.571,-14.122628,4321.326,2480.7048,3330.5225,4665.2456,4656.5493,4624.9395,5403.242,4233.061,4552.0684,2612.0344,820.75934,4338.926,8253.49,3175.875,5497.7524,3355.4402,4393.545,6754.37,5056.4297,1341.9182,4044.2266,2604.1108,6424.9077,4696.0986,4817.296,1992.6304,6531.536,5650.8164,5020.137,3947.7483,3725.3618,433.85382
465,2694.982,427.68268,5541.075,1194.474,3806.4817,5288.915,4414.7466,3546.4631,5899.264,3061.2788,1490.299,1123.9852,6241.0293,8.485237,4356.0005,2391.1814,3347.0134,4622.662,4646.1777,4636.884,5414.637,4187.1714,4583.1416,2530.8848,780.06213,4313.78,8235.375,3155.7422,5486.334,3307.9773,4444.538,6727.7466,5019.2075,1304.4508,4030.6653,2546.6887,6407.9385,4674.9756,4847.184,1870.6687,6517.121,5624.515,4994.098,3884.265,3686.1594,396.5113
