frame_index,ball,id_1_team_0,id_2_team_0,id_3_team_1,id_4_team_0,id_5_team_0,id_6_team_1,id_7_team_1,id_8_team_1,id_9_team_1,id_10_team_0,id_11_team_1,id_12_team_1,id_13_team_0,id_14_team_1,id_15_team_1,id_16_team_0,id_17_team_0,id_18_team_1,id_19_team_0,id_20_team_0,id_21_team_0,id_22_team_1,id_37_team_0,id_45_team_0,id_46_team_1,id_47_team_0,id_48_team_1,id_53_team_1,id_54_team_1,id_57_team_1,id_61_team_0,id_63_team_0,id_66_team_0,id_69_team_1,id_70_team_1,id_71_team_1,id_72_team_0,id_81_team_1,id_84_team_1,id_97_team_1,id_99_team_0,id_101_team_1,id_105_team_0,id_106_team_1,id_108_team_0,id_111_team_1,id_118_team_1,id_121_team_1,id_124_team_1,id_125_team_0,id_126_team_1,id_127_team_1,id_129_team_0,id_130_team_0,id_131_team_0,id_132_team_0,id_135_team_0,id_137_team_0,id_146_team_0,id_147_team_0,id_160_team_0,id_162_team_1,id_163_team_1,id_165_team_0,id_167_team_1,id_172_team_0,id_176_team_0,id_177_team_1,id_183_team_0,id_185_team_1,id_186_team_0,id_187_team_1,id_188_team_0,id_191_team_1,id_197_team_0,id_206_team_1,id_225_team_1,id_226_team_0,id_234_team_1,id_235_team_0,id_247_team_0,id_248_team_1,id_252_team_1,id_253_team_0,id_254_team_0,id_255_team_0,id_256_team_0,id_257_team_0,id_258_team_0,id_264_team_0,id_267_team_1,id_268_team_1,id_269_team_1,id_270_team_0,id_275_team_0,id_276_team_1,id_279_team_0,id_281_team_0,id_284_team_1,id_288_team_0,id_305_team_1,id_306_team_0,id_307_team_1,id_315_team_1,id_316_team_0,id_322_team_1,id_323_team_0,id_326_team_1,id_334_team_1,id_357_team_0,id_363_team_1,id_365_team_0,id_367_team_0,id_368_team_0,id_381_team_0,id_387_team_0,id_392_team_1,id_393_team_0,id_402_team_1,id_404_team_0,id_416_team_1,id_420_team_1,id_421_team_1,id_422_team_0,id_428_team_0,id_432_team_1,id_433_team_0,id_434_team_0,id_436_team_1,id_437_team_0,id_438_team_1,id_443_team_0,id_448_team_0,id_465_team_1,id_468_team_0,id_472_team_0,id_474_team_0,id_477_team_0,id_486_team_0,id_494_team_1,id_495_team_1,id_496_team_1,id_502_team_0,id_503_team_0,id_518_team_0,id_524_team_0,id_528_team_0,id_532_team_1,id_534_team_1,id_535_team_1,id_536_team_0,id_537_team_0,id_539_team_0,id_541_team_1,id_543_team_0,id_544_team_1,id_548_team_1,id_550_team_1,id_552_team_0,id_556_team_0,id_564_team_1,id_575_team_1,id_576_team_1,id_577_team_0,id_578_team_1,id_580_team_0,id_581_team_0,id_582_team_1,id_584_team_0,id_585_team_1,id_590_team_1,id_592_team_0,id_596_team_1,id_597_team_0,id_598_team_1,id_602_team_0,id_604_team_0,id_607_team_0,id_608_team_0,id_613_team_1,id_614_team_0,id_621_team_1,id_622_team_1,id_625_team_0,id_626_team_0,id_635_team_1,id_637_team_1,id_639_team_0,id_641_team_1,id_643_team_1,id_644_team_0,id_647_team_1,id_648_team_1,id_650_team_1,id_652_team_0,id_656_team_1,id_657_team_0,id_658_team_1,id_660_team_0,id_661_team_0,id_662_team_1,id_663_team_0,id_664_team_0,id_667_team_1,id_668_team_1,id_671_team_0,id_676_team_1,id_682_team_0,id_687_team_1,id_692_team_0,id_696_team_0,id_700_team_0,id_701_team_0,id_708_team_1,id_709_team_0,id_720_team_1,id_724_team_0,id_725_team_0,id_728_team_1,id_730_team_0,id_736_team_0,id_739_team_1,id_741_team_0,id_744_team_0,id_746_team_1,id_750_team_0,id_753_team_1,id_755_team_1,id_759_team_1,id_760_team_0,id_763_team_1,id_765_team_0,id_767_team_1,id_775_team_0,id_779_team_1,id_786_team_1,id_789_team_1,id_798_team_1,id_809_team_0,id_814_team_0,id_822_team_0,id_823_team_1,id_825_team_0,id_836_team_0,id_841_team_1,id_843_team_0,id_845_team_1,id_849_team_1,id_851_team_1,id_855_team_0,id_859_team_0,id_868_team_0,id_869_team_1,id_876_team_0,id_883_team_1,id_887_team_0,id_903_team_1,id_931_team_0,id_936_team_1,id_945_team_1,id_964_team_0,id_978_team_1,id_984_team_0,id_999_team_1,id_1011_team_0,id_1027_team_0,id_1028_team_0,id_1060_team_1,id_1063_team_0,id_1073_team_0,id_1074_team_1,id_1077_team_1,id_1081_team_1,id_1083_team_0,id_1086_team_1,id_1088_team_1,id_1089_team_0,id_1090_team_1,id_1093_team_1,id_1094_team_0,id_1095_team_1,id_1098_team_0,id_1099_team_1,id_1100_team_1,id_1101_team_0,id_1102_team_0,id_1103_team_0,id_1104_team_0,id_1106_team_1,id_1111_team_0,id_1116_team_0,id_1121_team_0,id_1128_team_1,id_1133_team_1,id_1135_team_1,id_1138_team_1,id_1143_team_1,id_1157_team_1,id_1174_team_1,id_1191_team_1,id_1197_team_1,id_1198_team_1,id_1207_team_1,id_1212_team_0,id_1216_team_0,id_1220_team_1,id_1230_team_1,id_1232_team_0,id_1234_team_0,id_1238_team_0,id_1243_team_1,id_1249_team_0,id_1250_team_1,id_1252_team_0,id_1263_team_0,id_1266_team_1,id_1268_team_0,id_1295_team_1,id_1296_team_0,id_1306_team_0,id_1307_team_1,id_1309_team_0,id_1310_team_0,id_1315_team_1,id_1320_team_0,id_1337_team_1,id_1339_team_0,id_1340_team_1,id_1341_team_0,id_1343_team_0,id_1344_team_1,id_1346_team_0,id_1347_team_0,id_1348_team_1,id_1349_team_0,id_1350_team_1,id_1366_team_1,id_1367_team_1,id_1368_team_0,id_1369_team_1,id_1370_team_1,id_1371_team_1,id_1372_team_1,id_1373_team_0,id_1376_team_0,id_1378_team_0,id_1379_team_0,id_1381_team_1,id_1383_team_0,id_1386_team_0,id_1389_team_0,id_1390_team_1,id_1392_team_0,id_1396_team_0,id_1398_team_1,id_1402_team_0,id_1412_team_0,id_1420_team_0,id_1425_team_0,id_1445_team_1,id_1446_team_1,id_1448_team_0,id_1452_team_1,id_1458_team_1,id_1462_team_1,id_1479_team_1,id_1480_team_1,id_1485_team_1,id_1489_team_0,id_1490_team_1,id_1494_team_0,id_1495_team_0,id_1496_team_0,id_1499_team_1,id_1502_team_0,id_1503_team_1,id_1504_team_1,id_1505_team_1,id_1506_team_1,id_1507_team_0,id_1511_team_0
77,"3580.16,1380.36",,,,,,,"6337.69,5588.44",,,"6344.73,1347.08",,,"6334.02,3575.95",,,,,,,,,,,,,"4200.78,1722.71",,,,,"4549.80,2193.91",,,,,,"5087.59,3019.39",,,"4345.51,3171.12",,"4096.20,2038.15",,"5292.32,3512.02","5569.38,3294.04","4566.78,5522.15","3245.84,4428.72",,"6208.19,693.28","4263.13,3653.70","5871.86,4120.37",,"6441.67,4922.81",,,,"5121.97,4640.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"3557.04,1228.03",,,,,,,"6353.29,5586.38",,,"6330.64,1273.18",,,"6346.69,3542.60",,,,,,,,,,,,,"4223.78,1662.29",,,,,,,,,,,"5119.54,3012.98",,,"4376.90,3141.93",,"4172.12,2014.91",,"5303.12,3488.18","5579.12,3266.89","4612.91,5533.25","3296.96,4444.96",,"6183.45,656.37","4295.07,3662.43","5880.18,4108.87",,"6445.90,4901.40",,,,"5180.92,4632.35",,"5010.27,1302.14","4146.79,2660.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"3522.71,1110.85",,,,,,,"6363.14,5583.91",,,"6326.02,1177.32",,,"6370.83,3543.31",,,,,,,,,,,,,"4241.46,1628.01",,,,,,,,,,,"5136.25,3017.74",,,"4392.88,3127.31",,"4210.26,1952.34",,"5307.94,3484.19","5588.13,3280.36","4662.73,5547.17","3311.14,4454.31",,"6188.58,599.75","4308.57,3691.28","5888.32,4117.14",,"6442.48,4887.68",,,,"5211.22,4636.20",,"4997.01,1221.36","4157.54,2656.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"3479.59,1005.33",,,,,,,"6360.69,5559.81",,,"6311.30,1138.36",,,"6367.32,3514.93",,,,,,,,,,,,,"4242.74,1618.44",,,,,,,,,,,"5141.24,3020.46",,,"4379.18,3123.96",,"4237.04,1923.74",,"5296.74,3484.77","5565.09,3274.28","4687.73,5552.04","3313.04,4467.30",,"6162.33,562.49","4296.54,3701.90","5868.13,4119.32",,"6426.17,4881.65",,,,"5221.72,4610.97",,"4964.98,1185.35","4159.82,2665.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,"6371.67,5566.32",,,"6310.20,1046.05",,,"6387.64,3482.97",,,,,,,,,,,,,,,,,,,,,,,,"5160.54,3028.46",,,"4377.75,3096.69",,"4277.57,1905.66",,"5289.86,3491.42","5563.43,3281.39","4718.80,5569.76","3310.11,4484.10",,"6149.73,538.91","4290.11,3733.54","5863.19,4126.69",,"6429.53,4878.29",,,,"5244.66,4601.75",,"4904.07,1103.11","4182.76,2725.61","4495.28,1984.05","3319.30,676.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"3402.34,820.25",,,,,,,"6367.31,5570.21",,,"6308.46,979.40",,,"6392.23,3485.27",,,,,,,,,,,,,,,,,,,,,,,,"5148.53,3036.08",,,"4375.47,3084.09",,"4298.06,1846.62",,"5275.64,3497.39","5545.97,3297.08","4744.18,5577.33","3312.06,4505.53",,"6121.01,524.47","4272.33,3756.26","5859.01,4154.96",,"6419.89,4861.02",,,,"5250.32,4607.62",,"4847.78,1095.47","4190.88,2766.40","4483.62,1971.27","3308.05,665.29","2229.89,1856.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"3429.68,801.29",,,,,,,"6374.13,5562.27",,,"6328.18,937.28",,,"6409.75,3477.53",,,,,,,,,,,,,,,,,,,,,,,,"5157.23,3025.06",,,"4387.69,3084.36",,"4336.12,1794.67",,"5275.88,3495.07","5534.35,3305.18","4772.55,5595.82","3321.15,4523.53",,,"4251.66,3766.69","5868.49,4180.20",,"6424.82,4843.28",,,,"5267.85,4600.56",,"4816.14,1031.10","4208.10,2789.82","4479.13,1898.86","3276.98,636.66","2226.22,1859.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"3437.98,728.27",,,,,,,"6376.24,5541.24",,,"6362.90,889.58",,,"6425.25,3448.55",,,,,,,,,,,,,,,,,,,,,,,,,,,"4388.71,3042.33",,"4390.02,1764.85",,"5276.37,3496.18","5527.50,3298.83","4802.53,5596.62","3330.87,4525.41",,,"4243.56,3771.15","5864.75,4176.57",,"6419.73,4845.98",,,,"5282.26,4600.77",,"4777.08,1015.50","4235.07,2807.08","4496.08,1846.56","3296.65,637.43","2234.15,1857.20","4162.45,1414.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"3459.33,729.45",,,,,,,"6376.77,5512.02",,,,,,"6462.78,3428.18",,,,,,,,,,,,,,,,,,,,,,"6432.11,856.09",,,,,"4395.69,3022.23",,"4430.66,1740.52",,"5282.44,3495.68","5521.10,3278.25","4840.12,5575.57","3341.42,4511.25",,,"4242.55,3774.33","5861.89,4181.37",,"6414.54,4813.48",,,,"5297.01,4576.58",,"4737.52,942.56","4260.32,2829.01",,"3300.36,565.80","2220.55,1849.72","4120.18,1295.40","6232.92,546.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"3422.75,653.44",,,,,,,"6387.09,5491.21",,,"6305.86,551.11",,,"6492.18,3364.18",,,,,,,,,,,,,,,,,,,,,,"6465.00,864.39",,,,,"4396.26,3015.62",,,,"5277.93,3484.67","5499.06,3270.95","4869.54,5571.09","3353.06,4532.40",,,"4213.47,3765.70","5845.76,4190.49",,"6416.14,4785.97",,"4557.14,1723.32",,"5309.17,4543.25",,"4684.44,869.76","4272.72,2853.42",,,"2220.15,1873.97","4092.93,1288.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"3687.23,533.44",,,,,,,"6383.65,5605.23",,,,,,"6529.85,3337.74",,,,,,,,,,,,,,,,,,,,,,"6408.69,533.82",,,,,"4397.21,2972.41",,,,"5273.02,3493.27","5492.07,3271.14","4849.51,5745.52","3278.48,4621.27",,,"4163.37,3799.24","5839.76,4228.90",,"6409.25,4848.47",,"4583.02,1550.82",,"5304.04,4602.53",,"4711.88,785.97","4300.68,2884.55",,,"2242.34,1827.42","4085.03,1125.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,"6404.49,5588.47",,,,,,"6587.77,3279.47",,,,,,,,,,,,,,,,,,,,,,"6516.22,575.15",,,,,"4403.30,2926.97",,,,"5286.45,3484.09","5526.92,3259.75","4877.95,5737.36","3281.75,4622.64",,,"4150.71,3795.66","5861.01,4236.03",,"6426.77,4847.01",,"4647.35,1508.99",,"5325.69,4593.96",,"4711.50,679.27","4328.13,2927.56",,,"2233.53,1824.91","4073.68,1071.16",,"6610.90,821.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"4696.68,1639.01",,,,,,,"6408.39,5573.46",,,,,,"6643.08,3265.67",,,,"4105.23,3794.13",,,,,,,"4747.89,1533.19",,,,,,,,,,,"6591.96,563.51",,,,,"4393.75,2921.02",,,,"5275.46,3461.85","5546.80,3232.40","4878.70,5735.85","3255.14,4636.92",,,,"5868.44,4235.05",,"6429.67,4831.65",,,,,,"4687.66,576.54","4324.27,2961.41",,,"2181.04,1811.55","4036.60,1040.70",,"6683.01,825.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"4128.67,3877.17",,,,,,,"6418.66,5560.44",,,,,,"6698.91,3203.57",,,,"4093.09,3786.70",,,,,,,"4788.79,1464.88",,,,,,,,,,,,,,,,"4419.50,2904.99",,,,"5292.47,3447.97","5597.28,3214.27","4906.57,5738.09","3263.60,4645.63",,,,"5889.58,4222.41",,"6445.51,4805.97",,,,,,"4750.53,539.67","4366.19,2942.90",,,"2191.17,1796.18","4035.41,992.90",,"6791.29,837.40","5350.87,4567.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,"6433.39,5532.54","5311.73,2913.60",,,,,"6768.60,3171.60",,,,"4071.61,3758.20",,,,,,,,,,,,,,,,,,,,,,,"4416.76,2856.31",,,,"5289.42,3428.18","5615.83,3207.72","4916.68,5717.81",,,,,"5909.92,4209.67",,"6466.45,4758.29",,,,,,"4769.93,484.38","4371.65,2945.49",,,,"4013.95,948.14",,"6891.11,860.49","5357.71,4552.12","3385.11,529.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,"6448.93,5531.07","5380.40,2928.77",,,,,"6846.08,3152.80",,,,,,,,,,,,,,,,,,,,,,,,,,,"4448.66,2853.95",,,,"5301.48,3423.98","5690.43,3203.14","4934.53,5708.16",,,,"4083.14,3755.93","5940.93,4208.72",,"6497.47,4745.15",,,,,,,"4400.20,2945.10",,,,"4031.55,952.32",,"6982.46,933.11","5372.08,4530.31","3397.40,535.79","5005.08,1418.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,"5455.73,2931.30",,,,,"6975.90,3134.83",,,,,,,,,,,,,,,,,,,,,,,,,,,"4485.27,2851.65",,"5048.17,1344.74",,,"5755.25,3200.64","4959.55,5712.11",,,,"4087.37,3781.94","5982.42,4189.72",,,,,,,,,"4454.84,2974.92",,,,"4058.40,939.06",,"7154.27,1034.02","5403.21,4532.77","3413.40,572.89","5157.97,1443.48",,,"2327.72,1826.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"6479.61,1039.85",,,,,,,,"5511.54,2922.92",,,,,"7086.69,3103.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5142.39,1353.30",,,"5817.85,3184.00","4978.32,5714.32",,,,"4079.08,3769.12","6027.26,4182.92",,,,,,,,,"4465.52,2954.30",,,,"4074.88,907.97",,"7283.08,1120.50","5420.71,4535.23","3426.99,517.79","5246.60,1424.81",,"5030.87,485.86","2354.04,1817.56","6587.72,4751.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"6787.94,1410.92",,,,,,,,"5594.60,2913.77",,,,,"7175.33,3145.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5861.69,3161.08","4974.17,5708.47",,,,"4076.97,3763.36","6057.66,4165.29",,,,,,,,,"4490.54,2947.88","5217.27,1364.81",,,"4087.77,885.78",,"7405.91,1225.94","5422.02,4543.97","3448.85,488.02","5359.47,1454.25",,"5096.18,473.49","2406.67,1804.73","6628.36,4751.06","6536.35,5511.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
